content,score
Aku suka bngt sama aplikasi nya cocok buat aku jualan,5
mantap ğŸ‘ğŸ‘ğŸ‘ğŸ‘ sangat membantu,5
ğŸ‘ğŸ»,5
luar biasa,5
berguna bangettt,5
bagus sekali aplikasi ini,5
suka,4
sangat membantu,5
bagus banget,5
bug,1
cakep,5
sangat berguna untuk tugas pelajar,5
"Bagus,dan cocok untuk penyimpanan yg kurang cukup",5
sangat baguss,5
"bagus buat ngedit, cuma tolong bgt canva pro nya kurangkn",4
keren,5
gut,3
bagus banget ğŸ˜˜ğŸ˜˜ğŸ™ğŸ»ğŸ™ğŸ»,5
mantapsss,4
mantap,5
Sangat membantu Untuk bikin ppt,5
Bagus,5
God Apk Editor,5
ğŸ‘,4
"bagus banget,kayakada karakter kalo mau bikin logo",5
bagus sangat membantu,5
bagus bisa berguna untuk kepentingan osis ğŸ¤—,5
"Aplikasi nya bagus banget, tapi tolong di perbaiki lagi yh aku kasih bintang 5 karena fitur nya lumayan lah yah bagus tapi dengan tolong di perbaik bug nya ok segitu aja sekian terimakasih",5
"aplikasinya susah untuk mengedit,lemot,lola,buat buka dokumen susahnya minta ampun,loading terus padahal saya itu nggak pake data pakenya wifi di rumah tapi tetep aja lola,lemot,saran deh diperbaiki tolong,nyusahin banget kalo kaya gini buat saya pelajar yang sering ada tugas dari sekolah mohon tolong perbaikannya",1
aplikasi ini sangat keren,5
"apk nya bagus keren pol mantul, tapi saat digunakan untuk mengedit apk nya jadi lemot",5
make nya agak susah untuk pemula,4
nice,5
"Terima kasih aplikasinya semoga bermanfaat n mohon utk di perbaik lagi karena aplikasi sangat lamban, selalu d muat ulang saat login",5
kerenaih,3
Semoga selalu sehat & sukses buat canva,5
luar biasa,5
"Bagus, mudah di gunakan",5
terbaik,5
Bagus banget karna bisa edit jadwal piket di sekolah,5
good buanget,5
makasi,5
keren,5
Apk nya bagus,5
"Aplikasi rusak,,,sinyal bagus buffering trus.",1
jos,5
Coba dlu,5
suka,5
"Sumpahhhhhh keren bgttt, apalagi ada tambah ai gambar itu... Sumpah makasih bgt lohhh ada fitur ai gambarrrrrğŸ˜˜ğŸ˜˜ğŸ˜˜ğŸ˜˜ğŸ˜˜ğŸ˜˜",5
"Aplikasi yang sangat membantu untuk mengedit pamflet, ppt dan sebagainya. Banyak tamplate yang menarik.",5
sangat membantu,5
bagus,5
"sangat membantu saya dalam membuat poster,brosur dan lain"". makasi telah membuat aplikasi yang sangat bermanfaat",5
Luar biasa,5
sangat menarik,5
"ini kenapa saya tidak bisa login menggunakan akun belajar, kok keluar trus dr apk",2
Very good,5
bagus,5
bagus banget,5
Sangat menarik dan membantu,5
ğŸ‘ğŸ‘ğŸ‘,5
Apk yang bagus untuk ngedit foto dan buat serifikat dan sejenisnya,5
mantul,5
very good,5
bgis skli,3
"bagus, cuman 1 yang kurang gak bisa bikin rangkuman materi materi.",4
greattt,5
bagusss..,5
aplikasi yang sangat bagus,5
good,5
keren banget,5
"Saya akan berikan bintang 5 jika memuaskan,,,,,",4
"apk error ga guna setiap mau masuk muat ulang padahal wifi pake 5G, ganiat bikin apk",1
sangat bagus sekali,5
canva emg luar biasa dan bs diandalkan,5
WiFi dan kuota lancar tapi ttp aja lemot,2
Tolong perbaiki lagi agar aplikasi nya tambah bagus,1
"canvaa :(( kamu ga ada niatan kasi aku premium gratis kahh T_T mau buat struktur kelas tapi canva ga premiumm , love you canvaağŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°ğŸ¥°",5
thank you,4
luar biasaa !!,5
sangat bergunaaağŸ‘,5
Aplikasi yang sangat membantu selagi peraktis ğŸ‘ŒğŸ‘Œ,5
Sangat membantu kami untuk membuat perlengkapan persentasi,5
Belum pernah coba ğŸ˜¸ Bercyandaaa bercyanda Bagus kokğŸ‘ğŸ»,3
"sangat membantu, jadi mengerti penggunaan amplikasi ini",5
Apknya bagus aku suka dan hasilnya juga bagus tidak ada kurangnyağŸ‘,5
"kerenn cuyy apk nyaa berguna bangett buat bikin struktur"" begituu anjaaaayyyy",5
bagus,5
terimakasih viedeo sy jadi lebih menarik.. tp masih bingung karna gambar dalam video kepotong jadi gambarnya tidak full,4
Aplikasinya bagus... tapi banyak desain yang pro.. kalau di donlod susah.. terus pas mau donlod waktu donlod yang desain video itu susah.. lama banget.. mnguras waktu sekali.... semoga cepat di perbaiki ya.. agak pengguna tidak bosan saat mngunduh desain dari canva... dan tolonv untuk lebih cepat lagi dalam login ulang atau eaktu penyiapan desain....,2
Very good,5
Sangat membantu buat pekerjaan sehari hari sebagai desainer pemula. Pokoknya best ğŸ‘ğŸ»,5
baru d coba mudah2n bagus,5
Keren,5
sangat bermanfaat bagi saya,5
pokoknya mantaplah,5
"So far, Canva is my favorite applicationâ¤",5
ok,5
"Canva sangat membantu saya untuk mendesain apapun, kelemahannya, audio dari video yang saya punya tidak bisa dimasukkan ke video yang saya buat, jika sudah ada update terbaru dan bagus, saya akan kasih canva bintang 5",5
"Buat canva tolong perbaiki fitur *sesuaikan* nya, di kolom *latar belakang*nya terlalu bawah, deket dengan navigasi handphone kami, jadi sulit utk ngedit nya. Terimakasih",5
sangat bermanfaat sekali,5
sangat membantu sekali,5
ğŸ‘ğŸ‘ğŸ‘,5
"Hallo,canva sangat bagus saya suka,tapi mohon di perbaiki ya,kasih bintang 4 dulu soalnya terkadang lemott canva nya .Terimakasih",4
bagus,4
kereeen,5
amazing,5
keren,5
"Saya suka canva. Namun ntah berjalan pada desktop maupun aplikasi android, tetap lemot. Padahal koneksi sangat aman, penyimpanan aman, dan saya terbiasa menutup tab/aplikasi yang tidak digunakan. Saya juga rajin update aplikasi. Namun canva tetap berjalan berat, lama untuk proses unduh, bahkan untuk pencarian elemen saja kadang tidak berjalan. Tolong segera perbaiki, banyak teman saya yang menggunakan canva mengeluhkan hal sama.",2
ok bgt. . membantu mempercantik ...,5
"Bagus banget apk nya,Saya sukağŸ‘ğŸ‘",5
bagus,4
I SO LIKEDDD!!,5
keren,5
bagus,5
amazing,5
bgus,5
bagus sekali,5
amazing,4
suka karna bisa riqwes warna hijau,4
sangat keren,5
bagus,5
oke,5
Leg bgt,1
bagus,4
sangat membantu untuk pelajar,5
sangat bagus,5
ğŸ˜kereeeennn,5
Dari bintang satu sampai tujuh.,3
"masih mencoba, karena masih pemula",3
sangat membantu n luar biasa..trimakasih,5
sangat bguss aku sukaa ngedit di sinii,4
oo bgs,4
Bagus,5
bagus bgt. sangat membantu,5
Lama amat ngunduhnya amit amitğŸ˜¡ saya cape tau ga nunggu,1
sangat berguna untuk aku yang masih pemula,5
kurangnya apk ini klo mau kembali malah kek baru masuk apk nya,3
susah juga mengoperasikan canva,4
bagus,5
fitur nya sangat bagus,5
sangat membantu,4
"sgtttt mmbntu apk nyaa,gk nyesel download apk canvaaaaaa. thanks you canvaaaâœ¨",5
"aplikasi ini sangat bagus sekali dan banyak membantu terutama untuk presentasi pembelajaran, semoga kedepannya tambah bagus lagi.",5
nice,4
good job,4
aplikasi yg mudah dijalankan,5
sangat bagus,5
bagusss,5
bagus,5
keren,5
sangat membantu,5
bagus baget puas dengan hasilnya,5
alasan kasih bintang 1: 1. ga bisa log in akun belajar di aplikasi 2. aplikasinya lambat bangettt:( padahal internet bagus dan penyimpanan masih banyak 3. suka ngelag mohon diperbaikiiiiiiiii,1
mantappp,5
terbaik,5
Aplikasi nya bagusss,5
"aplikasinya bagus,lengkap juga, tapi sygnya suka ngelagğŸ˜­",4
oke,5
"Canva bagus, simple, bravo",5
baik,5
good,5
"bagus, banyak stiker dan templatenya jadi enak deh gausah repotÂ² ngedit sendiri",5
Ini sangat berguna sekali ğŸ‘,5
"sangat membantu, bagus untuk pelajar",5
Aplikasi nya sangat rekomendasi untuk edit foto,5
Mantap sangat mudah dan membantu pekerjaan,5
Aduh sayang banget Lambat lemot,2
ini sangat bi,5
bagus,4
gaga bet,5
Ini kalau premium satu kali pembayaran atau bulanan sih. Kalau satu kali pembayaran ya oke kapan waktu beli.,3
sangat bagus,5
Good,5
bgus,5
sangat membantu dalam membuat presentasi dan mudah,5
Fagus,5
sangat bagus,5
ok,5
Sengaja ya bikin aku marahğŸ˜¡,1
bagusss babgettttttt,5
Cari Ide Buat Logo Jadi Mudah,5
sangat membantu,5
Lumayan kadang masi ada bug,4
bagus,5
sngt bgus,5
Anak Desing Grafis butuh bngett ini bagus bagus ğŸ˜,5
apk nya bagus,5
Keren,5
Lumayannn bagusss,4
sangat membantu untuk kerja tugas sekolah,5
keren bgt..JD gampang klo bikin poster,5
"mantap ,....",5
Aplikasi lag padahal jaringan bagus bikin emosi aja,1
Aplikasi yang sangat bagus dan bermanfaat. Menyediakan template banyak dan tinggal pakai mantabbbb,5
sungguh gembira dapat menciptakan karya yang menakjubkan di canva,5
belum faham cara membuat theme dengan app ini,3
keren ngebantu banget yg buka usaha,5
bagus sekali aplikasi canva karena di sini kamu bisa mendapatkan ide apapun yang menarik yuk cobain ğŸ˜†ğŸ˜…ğŸ˜,5
baik,4
ajib,5
aplikasi yang sangat membantu untuk editing foto,5
baik,4
"Saya kasih bintang 3 dlu klu editan video,fto dan logo ny bagus baru saya kasih bintang 5 full",3
sangat bguss,5
Nice,5
baik,1
"Saya sangat suka dengan aplikasi canva ini, sangat memudahkan saya untuk mebuat desain poster, sticker bahkan untuk postingan di instagram saya. Menggunakannya pun mudah tidak ribet, dan bisa di gunakan secara free juga jika mau upgrade ke premium baru di bayar dan di bayarpun cukup murah menurut saya. Semoga semakin bagus kedepannya",5
"Mudah, cepat dan keren. Sangat membantu saya dalam dunia editing",5
Lebih bagus lagi kalo gratis',4
Bagus tp buat hp lemot,5
Mantap,4
sumpah membantu banget disaat lagi urgent bikin poster buat perizinan canva solusi terbaik.,5
Andry ksh bntang dlu,2
Aplikasi yang sangat bagus dan membantu untuk freelance,5
bagus banget,5
Bagus n keren. Membantu design cepat,5
Baik,5
Bagus,5
Aku suka bgt karena praktis,5
the best,5
bagus,5
Menurut saya canva memeberikan nuansa yg baru dan kemudahan untuk editing photo dan vidio,5
mantul,5
sangat bagus,5
"Aplikasi keren buat kreasi baik pemula maupun yg udah pro, dan sangat membantu buat semua konten",5
Canva ini sangat bagus Tetapi harus online Saran saya ada mode offline,4
sangat membantu dalam membuat tugas,5
luar biasa jadi mudah edit foto vidio,5
ğŸ‘ğŸ»,5
mudah dan gratis mempermudah umkm,5
Sangat membantu kinerja desain,5
Bagus,5
ğ’˜ğ’ğ’˜,5
good,5
lumayan,3
ğŸ˜¡ğŸ˜ ,1
sangat membantu,5
mantap,5
Sangat membantu,4
baikla untuk kali ini aku kasih bintang 4...hanya ukurannya kenapa muncul di bagian bawah sekali ya agak susah klik,4
Bagusss,1
mantap,5
bagusss,4
good,5
Di android versi 12 error terus. Tidak bisa masuk akun belajar.id,1
jossss,5
sangat membantu,5
ok,5
saya senang menggunakan aplikasi ini,3
mantaf,5
bagus,5
ok,1
"sebagai pengguna, saya mau bertanya. kenapa setiap saya beri fitur ""patokan"", bagian baris selalu tidak muncul? please, butuh banget bantuannya",4
luarbiasaa,5
Aku pakai canva selalu tidak bisa makanya aku pakai hp uti ku,2
Bagus mah,3
"Sangat membantu untuk desain pemula,ok deh",5
mantap,5
mantap,5
"Kenapa ya setelah di instal tidak bisa di buka hanya muncul layar putih dan bertuliskan canva, mohon penjelasannya",1
sangat bagus,5
mantap,5
Sangat membantu untuk yg tidak bisa desain,5
bagussss bgt,5
sangat bagus,5
mantap,5
"Bagus, keren, dan menarik",5
Mantap,5
cukup 4 bintang karna kesempurnaan itu hany milik allah.....,4
Bagus hasilnya,5
senang sekali bisa mudah mengedit dg hp,5
cakep gambar nya,5
"puas sekali,,",5
baik,2
mantul,4
bagus,3
bagus,4
mateb,5
Good,5
Apliaksi yg bgus sbnar nya . Tpi harus berbayar... Sangat tidak rekomendet..,1
keren aplikasinya sangat suka,5
"Bagus bgt sbnernya tpi mau pindah ke pro, udh mau byr via google / dana ttp aja error yatuhan ......",3
Sementara ini aplikasinya bagus gak ada masalah. Tetap pertahankan. Good job.,4
aplikasi yg bagus,3
saya sangat suka aplikasi ini,5
keren,5
Semoga Semakin keren,5
good,4
"Saya izin saran. Supaya ada pengembangan untuk bisa Warna Font bisa Gradiasi. Terima kasih, kami Desainer sangat terbantu untuk menghasilkan Karya yang maksimal mengunakan CANVA.",5
â­â­â­â­â­â­â­,5
"CANVA BAGUS SIH, TAPI KENAPA SERING BUG SIH? UDAH PREMIUM LOO. DESAIN AKU ILANG 2 KALI. GABISA DI SAVE! JADI NGERJAIN ULANG, BUANG"" WAKTU. WAKTU DI RESTART MALAH HILANG, TOLONG DIPERBAIKI PLEASEEE",2
bagus,5
bagus tapi agak ribet,5
kok gk bisa aplot logo facebook ya,5
good,5
Pake canva kek gimana gitu misal ya aku mencet yg A eh mlh jdi mencet yg B kek ngelag gitu padahal wifi lancar jaya tpi ko bisa gitu ya?,2
mantap langsung tertunaikan,5
baguss,5
ğ–¨ğ—‡ğ—‚ ğ–ºğ—‰ğ—…ğ—‚ğ—„ğ–ºğ—Œğ—‚ ğ—‡ğ—’ğ–º ğ–¢ğ–ºğ—‡ğ—ğ–º ğ–¿ğ—…ğ—‚ğ—ğ–¾ğ—‹ ğ—‡ğ—’ğ–º ğ–»ğ–ºğ—€ğ—ğ—Œ ğ–½ğ–ºğ—‡ ğ–¼ğ—ˆğ–¼ğ—ˆğ—„ ğ—ğ—‡ğ—ğ—ğ—„ ğ—„ğ— ğ—‡ğ—’ğ–º ğ—…ğ–ºğ—€ğ—‚ ğ–»ğ—ˆğ—Œğ–ºğ—‡,5
aplikasi yang sangat bermanfaat,5
mantap,4
The app is very slow to use. App'a sangat lambat digunakan,1
bagus banget,5
good,5
bagus sekali ini aplikasi nya,1
Canva adalah aplikasi yg bagus untuk mengiklankan produk atau karya kita mantap canva,5
"Bagusss bangetttt, canva kerenn 100%",5
Sangat bagus untuk di pakai,5
bagus,5
lalap dg boi login jirrrrrrr,1
Lemot,1
Canva meudahkan pekerjaan editor,5
sangat bagus sekali,5
bagus nih,5
bagus banget gampang juga,5
Pokoknya ini nih baguss bangett,5
bagus,5
bguss,4
mantapppll,5
wow ğŸ˜Š,1
Saya di potong setiap bulan tolong jelaskan padahal sudah unistal.. berlangganan otomatis sendri,1
"Kak saran dong pembayaran canva jangan cuma lewat kartu kredit, karena mungkin banyak dari temenÂ² yg gak punya kartu kredit, tolong dimudahkan dalam pembayarannya kak.",3
"terimakasih atas bantuannya,",5
canva sangatembantundalam tugas tugas sayav,5
Ibarat nya gini wirr kita ga punya laptop tapi kita punya canvağŸ˜†,5
Goodd I like it,5
i like for apk,5
Bagus,5
bagus banget,5
Aplikasinya sangat bagus. Tapi dipakenya lemot. Semoga pihak pengembang bisa segera mengatasi permasalahan tersebut.,1
sangat membantu tugas kuliah sayaaa,5
aplikasi yang bagus untuk mengedit poster,5
Aplikasi ini sangat membantu dalam mengerjakan tugas saya.. Trimakasih canva,5
"Aplikasinya sangat membantu saya dalam pekerjaan, sangat mudah digunakan dan memiliki banyak varian template yang menarik ğŸ‘",5
Good,5
Sering eror saat proses edit.ğŸ¤¦ğŸ¤¦,2
ğŸ‘ğŸ‘,5
"Sangat bermanfaat, syukron ğŸ˜Š",5
â­â­â­â­â­,5
joooos.. TOP BGT,5
cukup memuaskan,3
Mantap ğŸ‘ğŸ‘ğŸ‘,5
Harus banyak belajar lagi,3
keren,5
bagus banget utk membuat bahan ajar,5
aplikasi yang sangat membantu,5
bagus,5
lumayan bagus,3
saya sangat senang menggunakan aplikasi ini tugas2 kantor jadi mudah untuk di kerjakan.....keeerreeenn laahh pokoknya,5
bagus sekali,5
mantap untuk di gunakan,5
keren,5
Kenapa harus ada premium sihhh Aku mau buat struktur kelas malah semua berbayar.ğŸ˜­ğŸ˜­ Jadi GK bisa buat dehh,2
sangat bagus dan sangat membantu jika aku sedang ada tugas sekolah saya intinya aplikasinya baguss bngttt bngttğŸ’—ğŸ’—ğŸ’—ğŸ’—ğŸ’—ğŸ’—ğŸ’—ğŸ’ğŸ’ğŸ’âœ¨âœ¨ğŸ¥¹ğŸ¥¹ğŸ’—ğŸ’—,5
sangat baik dan bermanfaat,5
"bagus, sangat membantu",5
aplikasinya bagus,5
sangat bagus,5
keren membantu,5
"Baguss,Template nya juga Lucu lucu",4
bagusÂ²,5
Awwaa,5
bagus banget,5
Mantap,5
"canva sangat membantu, terima kasih canva",5
sangat membantu dalam urusan saya. terimakasih,5
Keren bgtttğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ». Mempermudah segala urusan dalam pekerjaan,5
sagat membantu kalo sedang kerja pr,5
bguss,5
cakkkepp bgt ni aplikasi,5
Aplikasinya bagus sangat membantu saat pengeditan,5
aplikasinya sangat bagus,2
topp,5
oke juga aplikasi sangat membantu,5
"Canva keren apalagi sejak ada Studio Ajaib tapi tolong dong, fitur ""perluas ajaib"" diperbaiki sudah dua hari ini tidak bisa digunakan. Mohon diperbaiki segera, karena fitur itu membantu sekali. Terima kasih Canva.",5
bagus banget membantu,4
",ğŸ‘",3
mantap,4
"Suka dan sangat membantu terutama untuk pemula. Mudah digunakan, ada ribuan template dan video yang tersedia dan siap digunakan. Desainnya mewah dan menarik.",5
aplikasinya bagus bgt,5
sangat bagus,5
"Bgs membantu mungkin..cm Sangat lambat, agak sedikit ribet bagi pemula.",1
Sangat bermanfaat,5
sangat membantu dalam pembelajaran PAUD,5
baik,4
bagus sekali dan gampang ğŸ’—,5
baik,3
Test dl,4
"Aplikasi canva sangat menarik banyak pengeditan video, foto, dan logo yg lebih bagus",5
"mantap,desain apapun yang dibuat dengan imajinasi akan terpenuhi",5
baguss,5
SANGAT MENARIK,5
sangat baik,3
Ok si,5
Alhamdulillah sangat bermanfaat,5
sangat membantu,5
keren,4
sangat puas canva membantu saya untuk mengedit tugas,5
ğŸ‘ğŸ˜˜,5
aplikasi bagus,5
Aplikasi ini sangat membantu saya dalam mendesain. Dan tentunya hasil desain pun sangat memuaskan. Saya kasih bintang 5 the best,5
food,5
"Ada banyak fitur yg sangat membantu dalam membuat desain, pilihan elementnya juga banyak, tapi akhir-akhir ini berjalan sangat lambat untuk mengunggah, mendownload, bahkan hanya untuk membuka desain diperlukan waktu cukup lama, padahal koneksi intermellnet lancar dan memori sisa banyak. Untuk developer tolong perbaiki lagi masalah terkait semakin lamanya canva dalam merespon perintah. Terima kasih",2
Bagus,4
kerja bagus,5
Aplikasi ini sangat membantu untuk membuat poster poster yang bagus,5
simpel bermanfaat terimakasih canva,5
bagus,5
Sering susah masuk pk belajar.id,1
Kalo bisa kasi tutorial nya dong emang bagus ini apl nya tapi ga bisa cara makenyağŸ¤”ğŸ˜­,5
ok,4
sangat membantu,5
top,5
Sangat siple,5
bagus Syekalii,1
Aplikasi ini bagus. Dapat membantu siswa yang ingin membuat desain cover buku. Tolong lebih dikembangkan lagi. Ini sudah sangat bagus kok. Semangat ya,5
sangat mensupport dalam segala aktifitas pekerjaan... ğŸ‘ğŸ‘ğŸ‘,5
bagus,5
Bagussy,5
Aplikasih ini sangat membantu bagi saya,1
yupzx,4
mudah untuk mengedit,5
Gembel,1
oke banget pokoknya mah,5
ga bisa masuk rudeut,1
bagus cuma suka ngelag dikit,5
i like,5
"Bagus, komplet, dan simpel.",5
Ok,5
canva keren,5
menarik dan menyenangkan,5
"cepat, sederhana,hasil baik",5
bagus,5
"Untuk fitur fitur yang ada di dalamnya sudah bagus, Tapi tolong kepada developer perbaiki bugnya yaitu jaringannya. Padahal jaringan di rumah udah sangat bagus, tapi pada saat mengedit vidio/tugas lemot banget.... Tolong segera diperbaiki soalnya banyak tugasğŸ™ğŸ™ğŸ™ğŸ™ğŸ™",3
Semoga bermanfaat terimakasih,5
A Ml,2
Keren,5
sangat bergunağŸ‘ğŸ‘,5
ap Nya bgss,5
Maaf untuk bintang 1 nya ini kenapa saldo saya ketarik yaa sebesar 105 ribu padahal sudah tidak ada berlangganan lagi ğŸ™,5
sangat bagus,5
the best,5
best,5
not bad but not good.,4
Ok,4
mantaf,5
baik,4
mantap,5
terima kasih telah membatu presentasi kamiğŸ˜‡,5
Sangat membantu,5
cukup bagus dan menarik buat mengedit,3
Sebenarnya bagus tp dia agak lambat,2
kereeen,5
bgus,5
keren,5
baik,1
Easy,5
kren appsnya,5
good,5
keren,5
sngat luar biasa membantu,5
gacor kang,5
Aplikasi bagus tetapi banyak lag jika di android tetapi kalau di chrome tidak ada lag sama sekali,4
baguss bngt keren canva bisa membantu buat tugas ah perfek pokoknya â¤â¤â¤â¤,5
sangat bagus,5
Bguss bangett,5
Mantap,2
"Kini tak perlu kesulitan lagi klo ingin membuat walpaper, stiker, video, kartu ucapan dsb..cukup canva aja di google play store.",5
Tidak bagus trlalu jelek,1
terms kasih,5
âœï¸,5
Aku udah coba canva di leptop aku bagus banget jadi aku donlod di hp,5
keren,5
sangat memuaskan dari aplikasi canva,5
mantap,5
"Aplikasinya sangat buruk, karena lemot padahal jaringanya bagus",1
semoga di TF 100k kan udah di kasi bintang 5,5
sangat memuaskan,5
Verry good,5
